marker,B1_90,B1_43,B2_36,B1_110,B2_37,B1_72,B1_128,B1_19,B1_124,B1_106,B1_114,B1_71,B2_26,B1_66,B1_1,B1_6,B1_33,B1_80,B1_127,B1_28,B1_51,B1_105,B1_77,B1_42,B1_38,B1_11,B2_16,B1_45,B1_68,B1_46,B2_38,B1_145,B1_17,B1_25,B1_78,B1_24,B1_138,B1_148,B1_54,B1_79,B1_49,B1_160,B1_159,B1_147,B1_2,B1_88,B1_18,B2_40,B1_84,B1_133,B1_103,B1_96,B1_119,B1_97,B1_107,B1_151,B1_75,B1_108,B1_154,B1_21,B1_20,B1_67,B1_3,B1_55,B1_35,B1_23,B1_98,B2_35,B1_109,B1_95,B2_8,B2_31,B1_156,B1_81,B1_132,B1_40,B1_142,B1_27,B1_86,B1_34,B2_39,B1_126,B1_87,B1_76,B1_123,B1_70,B1_121,B2_34,B1_102,B1_39,B1_111,B1_134,B1_48,B1_135,B1_64,B1_74,B1_146,B1_118
Ctg004.32701,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.32751,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.32801,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.32851,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.32901,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.32951,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33001,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33051,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33101,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33151,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33201,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33251,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33301,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33351,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33401,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33451,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33501,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,A,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33551,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,NA,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33601,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33651,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33701,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33751,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33801,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33851,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33901,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.33951,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34001,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34051,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34101,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34151,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34201,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34251,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34301,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34351,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34401,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34451,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34501,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34551,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34601,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34651,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34701,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34751,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34801,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34851,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34901,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.34951,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35001,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35051,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35101,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35151,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35201,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35251,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35301,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35351,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35401,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35451,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35501,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35551,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35601,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35651,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35701,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35751,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35801,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35851,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
Ctg004.35901,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,A,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B,B,B,B,B,A
